"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"maxstat","maxstat","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.7-25",NA,"R (>= 1.7.0)","exactRankTests(>= 0.8-23), mvtnorm(>= 0.5-10), stats, graphics",NA,"TH.data, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"MBNMAtime","MBNMAtime","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.2.0",NA,"R (>= 3.5.0)","knitr, grDevices, stats, graphics, utils, dplyr (>= 0.7.4),
R2jags (>= 0.5-7), rjags (>= 4-8), reshape2 (>= 1.4.3),
magrittr (>= 1.5), checkmate (>= 1.8.5), Rdpack (>= 0.10-1)",NA,"scales (>= 1.0.0), overlapping (>= 1.5.0), ggplot2 (>=
2.2.1), ggdist (>= 2.4.0), igraph (>= 1.1.2), crayon (>=
1.3.4), splines (>= 4.0.2), Hmisc (>= 4.4-1), lspline(>=
1.0-0), rmarkdown, zoo (>= 1.8-8), testthat (>= 1.0.2),
RColorBrewer (>= 1.1-2), mcmcplots (>= 0.4.3)",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"mcmc","mcmc","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.9-7",NA,"R (>= 3.0.2)","stats",NA,"xtable, Iso",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"MCMCpack","MCMCpack","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.5-0",NA,"R (>= 3.6), coda (>= 0.11-3), MASS, stats","graphics, grDevices, lattice, methods, utils, mcmc, quantreg",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"memoise","memoise","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.0",NA,NA,"rlang (>= 0.4.10), cachem",NA,"digest, aws.s3, covr, googleAuthR, googleCloudStorageR, httr,
testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"meta","meta","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","4.18-2",NA,"R (>= 3.5.0)","metafor (>= 2.1-0), grid, lme4, CompQuadForm, xml2",NA,"BiasedUrn",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"metafor","metafor","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.0-2",NA,"R (>= 3.5.0), methods, Matrix","stats, utils, graphics, grDevices, nlme, mathjaxr, pbapply",NA,"lme4, numDeriv, minqa, nloptr, dfoptim, ucminf,
optimParallel, CompQuadForm, mvtnorm, BiasedUrn, Epi, survival,
GLMMadaptive, multcomp, gsl, sp, ape, boot, crayon, R.rsp,
testthat, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"metR","metR","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.9.2",NA,"R (>= 2.10)","checkmate, data.table, digest, fields, Formula, formula.tools,
ggplot2 (>= 3.0.0), grid, gtable, lubridate, memoise, plyr,
scales, sp, stringr, purrr, RCurl, isoband",NA,"maps, maptools, covr, irlba, knitr, ncdf4, pkgdown, reshape2,
rmarkdown, testthat (>= 2.1.0), viridis, udunits2, gridExtra,
vdiffr, proj4, kriging, raster, rgdal, here",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"mime","mime","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.11",NA,NA,"tools",NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","4.1.0"
"miniUI","miniUI","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.1.1",NA,NA,"shiny (>= 0.13), htmltools (>= 0.3), utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"minpack.lm","minpack.lm","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2-1",NA,NA,NA,NA,"MASS",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"minqa","minqa","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2.4",NA,NA,"Rcpp (>= 0.9.10)","Rcpp",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"missForest","missForest","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.4",NA,"randomForest,foreach,itertools",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"mitools","mitools","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.4",NA,NA,"DBI, methods, stats",NA,"RODBC, foreign",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"mixor","mixor","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.4",NA,"R (>= 2.10), survival",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"mlegp","mlegp","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.1.8",NA,NA,NA,NA,"snowfall",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"mlogit","mlogit","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1-1",NA,"R (>= 2.10), dfidx","Formula, zoo, lmtest, statmod, MASS, Rdpack",NA,"knitr, car, nnet, lattice, AER, ggplot2, texreg, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"mlxR","mlxR","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","4.2.0",NA,"R (>= 3.0.1), ggplot2","tools, methods, graphics, grDevices, utils, stats",NA,"XML, Rcpp (>= 0.11.3), reshape2, gridExtra, shiny",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"modeldata","modeldata","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.1",NA,"R (>= 2.10)",NA,NA,"covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"ModelMetrics","ModelMetrics","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2.2.2",NA,"R (>= 3.2.2)","Rcpp, data.table","Rcpp","testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"modelr","modelr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.8",NA,"R (>= 3.2)","broom, magrittr, purrr (>= 0.2.2), rlang (>= 0.2.0), tibble,
tidyr (>= 0.8.0), tidyselect, vctrs",NA,"compiler, covr, ggplot2, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"mrgsolve","mrgsolve","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.11.1",NA,"R (>= 3.1.2), methods","Rcpp (>= 0.12.12), dplyr (>= 0.8.1), magrittr (>= 1.5), tibble
(>= 2.1.1), rlang (>= 0.3.4), tidyselect (>= 0.2.5), lifecycle,
glue","Rcpp (>= 0.12.12), RcppArmadillo (>= 0.7.900.2.0), BH (>=
1.62.0-1)","lattice, testthat, xml2 (>= 1.2.0), rmarkdown, yaml, knitr,
data.table, pmxTools",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"multcomp","multcomp","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.4-17",NA,"stats, graphics, mvtnorm (>= 1.0-10), survival (>= 2.39-4),
TH.data (>= 1.0-2)","sandwich (>= 2.3-0), codetools",NA,"lme4 (>= 0.999375-16), nlme, robustbase, coin, MASS, foreign,
xtable, lmtest, coxme (>= 2.2-1), SimComp, ISwR, tram (>=
0.2-5)",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"multinma","multinma","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.3.0",NA,"R (>= 3.4.0)","methods, stats, graphics, Rcpp (>= 0.12.0), RcppParallel (>=
5.0.1), rstan (>= 2.19.2), rstantools (>= 2.0.0), Rdpack (>=
0.7), tibble (>= 2.1.3), dplyr (>= 0.8.3), rlang, purrr,
forcats, glue, randtoolbox, copula, tidyr (>= 1.0.0), stringr,
Matrix, igraph, ggraph, ggplot2, ggdist (>= 2.1.1), truncdist,
bayesplot","BH (>= 1.66.0), Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0),
RcppParallel (>= 5.0.1), rstan (>= 2.18.1), StanHeaders (>=
2.18.0)","testthat (>= 2.1.0), knitr, rmarkdown, parallel, R.rsp,
rprojroot, loo (>= 2.0.0), logitnorm, crayon, tidygraph,
pkgdown",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"munsell","munsell","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.5.0",NA,NA,"colorspace, methods",NA,"ggplot2, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"mvna","mvna","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.1",NA,NA,"lattice",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"mvtnorm","mvtnorm","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1-2",NA,"R(>= 3.5.0)","stats, methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"n1qn1","n1qn1","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","6.0.1-10",NA,"R (>= 3.2)","Rcpp (>= 0.12.3)","RcppArmadillo (>= 0.5.600.2.0), Rcpp (>= 0.12.3)","testthat, covr",NA,"CeCILL-2",NA,NA,NA,NA,"yes","4.1.0"
"narray","narray","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.4.1.1",NA,"R (>= 3.0.2)","progress, stats, stringr, utils",NA,"knitr, testthat, rmarkdown",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"naturalsort","naturalsort","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.3",NA,NA,NA,NA,"testthat",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"ncappc","ncappc","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.3.0",NA,"R (>= 2.15.3),","scales, gtable, knitr, xtable, reshape2, dplyr, Cairo, readr
(>= 0.2.2), lazyeval, PopED, magrittr, rlang, purrr, tibble,
rmarkdown, tidyr, ggplot2 (>= 2.0.0), grid, gridExtra (>=
2.0.0), grDevices, stats, bookdown",NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"netmeta","netmeta","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.5-0",NA,"R (>= 3.5.0), meta (>= 4.15-1)","magic, MASS, ggplot2 (>= 3.0.0), metafor",NA,"colorspace, rgl, hasseDiagram (>= 0.1.3), grid, mvtnorm,
gridExtra, igraph (>= 1.0.1)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"nleqslv","nleqslv","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.3.2",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"nlmixr","nlmixr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.4",NA,"R (>= 4.0)","Rcpp (>= 0.12.3), brew, parallel, lbfgsb3c, dparser, methods,
ggplot2, rex, minqa, Matrix, n1qn1 (>= 6.0.1-10), fastGHQuad,
RxODE(>= 1.0.6), nlme, magrittr, backports, symengine","dparser(>= 0.1.8), RxODE(>= 1.0.0-0), RcppEigen (>=
0.3.3.3.0), lbfgsb3c, Rcpp, BH, StanHeaders(>= 2.18.0),
RcppArmadillo (>= 0.5.600.2.0)","Deriv, Rvmmin, broom.mixed, crayon, knitr, data.table,
devtools, digest, dotwhisker, dplyr, expm, flextable, ggtext,
patchwork, gridExtra, huxtable, lattice, lbfgs, lotri, madness,
matrixcalc, nloptr, officer, pkgdown, reshape2, rmarkdown,
testthat, tidyr, ucminf, vpc (>= 1.0.0), xgxr, yaml, xpose,
generics, tibble, checkmate, cli, qs, covr, forecast,
latticeExtra",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"nloptr","nloptr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2.2.2",NA,NA,NA,NA,"testthat (>= 0.8.1), knitr, rmarkdown, inline (>= 0.3.14)",NA,"LGPL-3",NA,NA,NA,NA,"yes","4.1.0"
"numDeriv","numDeriv","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2016.8-1.1",NA,"R (>= 2.11.1)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"officer","officer","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.3.19",NA,NA,"R6, grDevices, stats, graphics, utils, zip (>= 2.1.0), uuid
(>= 0.1-4), xml2 (>= 1.1.0)",NA,"testthat, devEMF, ggplot2, rmarkdown, base64enc, knitr, rsvg",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"OncoBayes2","OncoBayes2","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.7-0",NA,"R (>= 3.4.0), Rcpp (>= 0.12.0), methods","assertthat (>= 0.2.1), checkmate, Formula, rstan (>= 2.19.3),
rstantools (>= 2.0.0), bayesplot (>= 1.4.0), ggplot2 (>=
2.2.1), dplyr (>= 0.8.0), tibble, tidyr (>= 1.0.0), abind,
scales, rlang (>= 0.3.0), tidyselect, utils, stats","StanHeaders (>= 2.19.0), rstan (>= 2.19.2), BH (>= 1.72.0),
Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0)","rmarkdown, knitr, testthat (>= 2.0.0), mvtnorm",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.0"
"openssl","openssl","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.4.4",NA,NA,"askpass",NA,"testthat (>= 2.1.0), digest, knitr, rmarkdown, jsonlite,
jose, sodium",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"openxlsx","openxlsx","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","4.2.4",NA,"R (>= 3.3.0)","grDevices, methods, Rcpp, stats, utils, zip, stringi","Rcpp","knitr, testthat, roxygen2, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"operator.tools","operator.tools","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.6.3",NA,NA,"utils (>= 3.3.2)",NA,"operators (>= 0.1.8), magrittr (>= 1.5), testthat (>= 1.0.2)",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"optimx","optimx","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2021-6.12",NA,NA,"numDeriv",NA,"knitr, rmarkdown, markdown, setRNG, BB, ucminf, minqa,
dfoptim, lbfgsb3c, lbfgs, subplex",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"optmatch","optmatch","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.9-14",NA,"R (>= 2.15.1), survival","Rcpp, RItools, digest, stats, methods, graphics, survey","Rcpp","boot, biglm, testthat (>= 0.11.0), roxygen2, brglm, arm,
knitr, rmarkdown, markdown, pander, xtable","CBPS, haven","file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"packrat","packrat","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.6.0",NA,"R (>= 3.0.0)","tools, utils",NA,"testthat (>= 0.7), devtools, httr, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"pacman","pacman","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.5.1",NA,"R (>= 3.5.0)","remotes, methods, stats, utils",NA,"BiocManager, knitr, lattice, testthat (>= 0.9.0), XML",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"pander","pander","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.6.4",NA,"R (>= 2.15.0)","grDevices, graphics, methods, utils, stats, digest, tools,
Rcpp","Rcpp","grid, lattice, ggplot2 (>= 0.9.2), sylly, sylly.en, logger,
survival, microbenchmark, zoo, nlme, descr, MASS, knitr,
rmarkdown, tables, reshape, memisc, Epi, randomForest, tseries,
gtable, rms, forecast, data.table",NA,"AGPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"parallelly","parallelly","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.27.0",NA,NA,"parallel, tools, utils",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.1.0"
"parsnip","parsnip","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.7",NA,"R (>= 2.10)","dplyr (>= 0.8.0.1), generics (>= 0.1.0), globals, glue,
hardhat (>= 0.1.5.9000), lifecycle, magrittr, prettyunits,
purrr, rlang (>= 0.3.1), stats, tibble (>= 2.1.1), tidyr (>=
1.0.0), utils, vctrs (>= 0.2.0)",NA,"C50, covr, dials, earth, keras, kernlab, kknn, knitr,
LiblineaR, MASS, Matrix, mgcv, modeldata, nlme, randomForest,
ranger (>= 0.12.0), rmarkdown, rpart, sparklyr (>= 1.0.0),
survival, testthat, xgboost",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"partykit","partykit","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2-13",NA,"R (>= 3.5.0), graphics, grid, libcoin (>= 1.0-0), mvtnorm","grDevices, stats, utils, survival, Formula (>= 1.2-1), inum
(>= 1.0-0), rpart (>= 4.1-11)",NA,"XML, pmml, rJava, sandwich, strucchange, vcd, AER, mlbench,
TH.data (>= 1.0-3), coin (>= 1.1-0), RWeka (>= 0.4-19),
datasets, parallel, psychotools (>= 0.3-0), psychotree, party
(>= 1.3-0), randomForest",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"pbapply","pbapply","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.4-3",NA,"R (>= 3.2.0)","parallel",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"pbkrtest","pbkrtest","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.5.1",NA,"R (>= 3.5.0), lme4 (>= 1.1.10)","broom, dplyr, magrittr, MASS, Matrix (>= 1.2.3), methods,
numDeriv, parallel, knitr",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"pcalg","pcalg","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.7-3",NA,"R (>= 3.0.2)","stats, graphics, utils, methods, abind, graph, RBGL, igraph,
ggm, corpcor, robustbase, vcd, Rcpp, bdsmatrix, sfsmisc (>=
1.0-26), fastICA, clue","Rcpp (>= 0.11.0), RcppArmadillo, BH","MASS, Matrix, Rgraphviz, mvtnorm, huge, ggplot2, dagitty",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"pcaPP","pcaPP","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.9-74",NA,NA,"mvtnorm",NA,"robustbase",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.0"
"pch","pch","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0",NA,"survival, Hmisc","stats",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"PEIP","PEIP","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.2-3",NA,"R (>= 2.12)","bvls, Matrix, RSEIS, pracma, geigen, fields",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"penalizedSVM","penalizedSVM","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1.2",NA,"e1071, mlegp, MASS","corpcor, statmod, tgp, lhs",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"peperr","peperr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.3",NA,"snowfall, survival",NA,NA,"locfit, penalized, codetools",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"PerformanceAnalytics","PerformanceAnalytics","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.4",NA,"R (>= 3.5.0), xts (>= 0.10.0)","methods, quadprog, zoo",NA,"dygraphs, Hmisc, MASS, quantmod, gamlss, gamlss.dist,
robustbase, quantreg, tinytest, ggplot2, RColorBrewer,
googleVis, plotly, gridExtra, ggpubr, RPESE, R.rsp, RobStatTM",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"pharmaRTF","pharmaRTF","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.3",NA,"R (>= 3.5.0)","assertthat (>= 0.2.1), stringr (>= 1.4.0), purrr (>= 0.3.3),
huxtable (>= 4.7.1)",NA,"testthat (>= 2.1.0), dplyr (>= 0.8.4), readr (>= 1.3.1), gt
(>= 0.2.0), magrittr (>= 1.5), knitr (>= 1.28), rmarkdown (>=
2.1), readxl (>= 1.3.1), kableExtra (>= 1.1.0), plyr (>=
1.8.5), tidyverse (>= 1.3.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"pillar","pillar","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.6.1",NA,NA,"cli, crayon (>= 1.3.4), ellipsis (>= 0.3.2), fansi, lifecycle,
rlang (>= 0.3.0), utf8 (>= 1.1.0), utils, vctrs (>= 0.3.8)",NA,"bit64, debugme, DiagrammeR, dplyr, formattable, ggplot2,
knitr, lubridate, nycflights13, palmerpenguins, rmarkdown,
scales, stringi, survival, testthat (>= 3.0.2), tibble, units,
withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"pipeR","pipeR","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.6.1.3",NA,"R (>= 2.15)",NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"pkgbuild","pkgbuild","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2.0",NA,"R (>= 3.1)","callr (>= 3.2.0), cli, crayon, desc, prettyunits, R6,
rprojroot, withr (>= 2.1.2)",NA,"Rcpp, cpp11, testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"pkgconfig","pkgconfig","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.3",NA,NA,"utils",NA,"covr, testthat, disposables (>= 1.0.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"pkgload","pkgload","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2.1",NA,NA,"cli, crayon, desc, methods, rlang, rprojroot, rstudioapi,
utils, withr",NA,"bitops, covr, pkgbuild, Rcpp, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"plotly","plotly","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","4.9.4.1",NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr (>= 1.3.0), jsonlite (>= 1.6), magrittr,
digest, viridisLite, base64enc, htmltools (>= 0.3.6),
htmlwidgets (>= 1.5.2.9001), tidyr (>= 1.0.0), RColorBrewer,
dplyr, vctrs, tibble, lazyeval (>= 0.2.0), rlang (>= 0.4.10),
crosstalk, purrr, data.table, promises",NA,"MASS, maps, hexbin, ggthemes, GGally, testthat, knitr,
devtools, shiny (>= 1.1.0), shinytest (>= 1.3.0), curl,
rmarkdown, vdiffr, Cairo, broom, webshot, listviewer,
dendextend, sf, maptools, rgeos, png, IRdisplay, processx,
plotlyGeoAssets, forcats, palmerpenguins",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"plotmo","plotmo","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.6.1",NA,"R (>= 3.4.0), Formula (>= 1.2-3), plotrix, TeachingDemos",NA,NA,"C50 (>= 0.1.0-24), earth (>= 5.1.2), gbm (>= 2.1.1), glmnet
(>= 2.0.5), glmnetUtils (>= 1.0.3), MASS (>= 7.3-51), mlr (>=
2.12.1), neuralnet (>= 1.33), partykit (>= 1.2-2), pre (>=
0.5.0), rpart (>= 4.1-15), rpart.plot (>= 3.0.8)",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"plotrix","plotrix","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.8-1",NA,"R (>= 3.5.0)","grDevices, graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"plumber","plumber","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1.0",NA,"R (>= 3.0.0)","R6 (>= 2.0.0), stringi (>= 0.3.0), jsonlite (>= 0.9.16),
webutils (>= 1.1), httpuv (>= 1.5.0), crayon, promises (>=
1.1.0), sodium, swagger (>= 3.33.0), magrittr, mime, lifecycle
(>= 0.2.0), ellipsis (>= 0.3.0), rlang",NA,"testthat (>= 0.11.0), rmarkdown, base64enc, htmlwidgets,
visNetwork, later, readr, yaml, feather, future, rstudioapi,
spelling, mockery (>= 0.4.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"plyr","plyr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.8.6",NA,"R (>= 3.1.0)","Rcpp (>= 0.11.0)","Rcpp","abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"png","png","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1-7",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"polspline","polspline","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1.19",NA,NA,"stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"polyclip","polyclip","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.10-0",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"BSL",NA,NA,NA,NA,"yes","4.1.0"
"polycor","polycor","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.7-10",NA,"R (>= 3.3.0)","stats, mvtnorm, Matrix",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"polynom","polynom","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.4-0",NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"PolynomF","PolynomF","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0-3",NA,"R (>= 3.0.0), graphics, grDevices","stats, Rcpp, methods","Rcpp","knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"PopED","PopED","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.6.0",NA,"R (>= 2.14)","ggplot2, MASS, mvtnorm, dplyr (>= 0.7.0), codetools, stats,
utils, magrittr, boot, purrr, stringr, tibble, gtools",NA,"testthat, Hmisc, nlme, GA, deSolve, Rcpp, shiny,
rhandsontable, knitr, rmarkdown, gridExtra, covr, devtools,
mrgsolve",NA,"LGPL (>= 3)",NA,NA,NA,NA,"no","4.1.0"
